,Brand,Model Name,Type,Capacity in Tons,Star Rating,Series,Cooling and Heating,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Operating Modes,Technology Used,Condenser Coil,Indoor Unit Weight,Outdoor Unit Weight,Panel Display,Indoor Temperature Indicator,Turbo Mode,ISEER,Evaporator Fin Type,Condenser Fin Type,Stepped Louvers,Auto Air Swing,Air Flow Direction,Other Air Flow Features,Anti-bacteria Filter,Dust Filter,Deodorizing Filter,Auto Restart,Timer,Child Lock,Quiet Mode,Sleep Mode,Memory Feature,Self Diagnosis,Emergency Operational Button,Power Requirement,Power Consumption,Price,indoor W,indoor h,indoor d,outdoor W,outdoor h,outdoor d,low Indoor Noise Level,high Indoor Noise Level
51,Croma,CRAC7705,0,1.5,5,Emerald,No,5150,Rotary,Yes,Yes,R32,,Streamer Discharge Technology,Copper,11,29.5,,Yes,Yes,5,Blue Fin,,No,Yes,2 Way,Coanda Airflow,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1365 W,37290,100,29.5,23.5,78,55.7,24.1,Low - 35 dB,High - 48 dB
53,Croma,CRAC7705,0,1.5,5,Emerald,No,5150,Rotary,Yes,Yes,R32,,Streamer Discharge Technology,Copper,11,29.5,,Yes,Yes,5,Blue Fin,,No,Yes,2 Way,Coanda Airflow,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1365 W,37290,100,29.5,23.5,78,55.7,24.1,Low - 35 dB,High - 48 dB
54,Croma,CRAC7705,0,1.5,5,Emerald,No,5150,Rotary,Yes,Yes,R32,,Streamer Discharge Technology,Copper,11,29.5,,Yes,Yes,5,Blue Fin,,No,Yes,2 Way,Coanda Airflow,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1365 W,37290,100,29.5,23.5,78,55.7,24.1,Low - 35 dB,High - 48 dB
58,Croma,CRAC7705,0,1.5,5,Emerald,No,5150,Rotary,Yes,Yes,R32,,Streamer Discharge Technology,Copper,11,29.5,,Yes,Yes,5,Blue Fin,,No,Yes,2 Way,Coanda Airflow,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1365 W,37290,100,29.5,23.5,78,55.7,24.1,Low - 35 dB,High - 48 dB
59,Croma,CRAC7705,0,1.5,5,Emerald,No,5150,Rotary,Yes,Yes,R32,,Streamer Discharge Technology,Copper,11,29.5,,Yes,Yes,5,Blue Fin,,No,Yes,2 Way,Coanda Airflow,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1365 W,37290,100,29.5,23.5,78,55.7,24.1,Low - 35 dB,High - 48 dB
61,Croma,CRAC1153,1,1.5,5,No Series,No,5050,Rotary,Yes,Yes,R32,"Dry Mode, Auto Mode, Cool Mode",360 Degree DC Inverter compressor Technology,Copper,59,0,LED,No,Yes,3.35,Blue Evaporator Fins,Copper,No,Yes,2 Way Air Direction,2 Way Air Flow,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",1252.58 W,28490,56,38,60.5,0,0,0,Low - 53 dB,High - 55 dB
63,Daikin,(ATKL50TV16U/V)/(RKL50TV16U/V),0,1.5,3,No Series,No,5000,Neo Swing Compressor,No,Yes,R32,,Inverter,Copper,16,42,,No,Yes,3.7,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1752 W,36900,88.5,29.8,22.9,84.5,59.5,30,Low - 35 dB,High - 35 dB
65,Daikin,FTL35TV16W1/DTL35TV16W1,0,1,3,No Series,No,3.35,Rotary,No,Yes,R32,,Inverter,Copper,10,31,,No,No,3,,,No,Yes,,Air Flow Rate: Indoor Unit - 9.7 CMH,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",770W,30560,800,298,229,765,550,285, Low - 29 dB,High - 39 dB
67,Daikin,FRWL35TV161,1,1,3,No Series,No,3500,Rotary,No,Yes,R32,,Inverter,Copper,46,0,,No,No,3.99,,,No,Yes,,,No,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,"AC 230 V, 50 Hz",877 W,24799,66,43,66,0,0,0,Low - 35 dB,High - 55 dB
69,Daikin,MTKL35TV16W/RKL35TV16W/X/WC,0,1,3,No Series,No,3500,Neo Swing,No,Yes,R32,,Inverter,Copper,12,33,,No,Yes,3.7,,,No,Yes,,,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1110 W,31490,80,29.8,22.9,76.5,55,28.5,Low - 35 dB,High - 55 dB
72,Daikin,DTKL50TV16U/V,0,1.5,3,No Series,No,5000,Rotary,Yes,Yes,R32,,Inverter,Copper,11,34,,No,No,3.7,,,No,Yes,,Airflow Rate: 16.2 m3/min,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,"AC 220 - 240 V, 50 Hz",1122.45 W,36534,885,298,229,845,595,300,Low - 35 dB,High - 55 dB
73,Daikin,MTL50TV16V3/RL50TV16V3/V2A/U2/RL50TV16U3/RL50TV16U2A,0,1.5,3,No Series,No,5200,Rotary,No,Yes,R32,,Inverter,Copper,16,51,,No,Yes,3.65,,,No,Yes,,,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1425 W,34990,80,29.8,22.9,84.5,59.5,30,Low - 35 dB,High - 55 dB
75,Daikin,FTKL35TV16X/RKL35TV16X,0,1,3,No Series,No,3500,Rotary,No,Yes,R32,Econo Mode,Inverter,Copper,12,33,,No,No,4,,,No,Yes,,Air Flow Rate: 9.6 CMM,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,,Yes,"AC 220 - 240 V, 50 Hz",1110 W,30400,800,283,198,765,550,285, Low - 31 dB,High - 40 dB
77,Daikin,FTL25TV16X1,0,0.75,3,No Series,No,4500,Rotary,No,Yes,R32,,Inverter,Copper,8,29,,No,No,3,,,No,Yes,,"Vertical Auto-swing (Up and Down), Air Flow Rate: Indoor Unit - 9.7 CMH",No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",770W,23900,800,283,198,765,550,285, Low - 29 dB,High - 39 dB
78,Daikin,ATKL60TV16U/RKL60TV16U/C,0,1.8,3,No Series,No,6000,Neo Swing Compressor,No,Yes,R32,,Inverter,Copper,16,43,,No,Yes,4,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1970 W,49990,88.5,29.8,22.9,84.5,59.5,30,Low - 35 dB,High - 38 dB
81,Daikin,ATKL60TV16U/RKL60TV16U/C,0,1.8,3,No Series,No,6000,Neo Swing Compressor,No,Yes,R32,,Inverter,Copper,16,43,,No,Yes,4,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1970 W,49990,88.5,29.8,22.9,84.5,59.5,30,Low - 35 dB,High - 38 dB
83,Daikin,FTL25TV16X1,0,0.75,3,No Series,No,4500,Rotary,No,Yes,R32,,Inverter,Copper,8,29,,No,No,3,,,No,Yes,,"Vertical Auto-swing (Up and Down), Air Flow Rate: Indoor Unit - 9.7 CMH",No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",770W,23900,800,283,198,765,550,285, Low - 29 dB,High - 39 dB
62,Daikin,FTKP35TV16W/RKP35TV16W,0,1,4,No Series,No,3500,Neo Swing Compressor,No,Yes,R32,,Inverter,Copper,14,33,,No,Yes,4.17,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1110 W,38000,80,29.8,22.9,76.5,55,28.5,Low - 35 dB,High - 26 dB
66,Daikin,FTKP35TV16W/RKP35TV16W,0,1,4,No Series,No,3500,Neo Swing Compressor,No,Yes,R32,,Inverter,Copper,14,33,,No,Yes,4.17,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1110 W,38000,80,29.8,22.9,76.5,55,28.5,Low - 35 dB,High - 26 dB
79,Daikin,FTKP35TV16W/RKP35TV16W,0,1,4,No Series,No,3500,Neo Swing Compressor,No,Yes,R32,,Inverter,Copper,14,33,,No,Yes,4.17,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1110 W,38000,80,29.8,22.9,76.5,55,28.5,Low - 35 dB,High - 26 dB
64,Daikin,FTKM50TV16VC,0,1.5,5,No Series,No,5000,Rotary,Yes,Yes,R32,,Inverter,Copper,11,31,,No,No,4.7,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,"AC 230 V, 50 Hz",1650 W,40050,86.5,29,22,84,59.5,30,Low - 35 dB,High - 55 dB
68,Daikin,FTKM50TV16VC,0,1.5,5,No Series,No,5000,Rotary,Yes,Yes,R32,"Cool, Dry, Fan",Inverter,Copper,11,31,No,No,Yes,4.7,,,No,Yes,2 Way,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1650 W,40050,86.5,29,22,84,59.5,30,Low - 35 dB,High - 55 dB
70,Daikin,FTKG60TV16U/RKG60TV16U,0,1.8,5,No Series,No,6000,Neo Swing,No,Yes,R32,,Streamer Discharge Technology,Copper,16,47,,No,Yes,4.7,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1665 W,55990,88.5,29.8,22.9,84.5,59.5,30,Low - 35 dB,High - 55 dB
71,Daikin,JTKJ35TV16U/RKJ35TV16U,0,1,5,No Series,No,3620,Rotary,Yes,Yes,R32,,Streamer Discharge Technology,Copper,16,38,,No,No,4.7,,,No,Yes,,Coanda Airflow,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,,Yes,"AC 230 V, 50 Hz",822 W,44791,885,298,229,765,550,285, Low - 26 dB,High - 39 dB
74,Daikin,JTKJ35TV16U/RKJ35TV16U,0,1,5,No Series,No,3620,Rotary,Yes,Yes,R32,,Streamer Discharge Technology,Copper,16,38,,No,No,4.7,,,No,Yes,,Coanda Airflow,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,,Yes,"AC 230 V, 50 Hz",822 W,44791,885,298,229,765,550,285, Low - 26 dB,High - 39 dB
76,Daikin,FTKM50TV16VC,0,1.5,5,No Series,No,5000,Rotary,Yes,Yes,R32,"Cool, Dry, Fan",Inverter,Copper,11,31,No,No,Yes,4.7,,,No,Yes,2 Way,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1650 W,40050,86.5,29,22,84,59.5,30,Low - 35 dB,High - 55 dB
80,Daikin,FTKM50TV16VC,0,1.5,5,No Series,No,5000,Rotary,Yes,Yes,R32,,Inverter,Copper,11,31,,No,No,4.7,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,"AC 230 V, 50 Hz",1650 W,40050,86.5,29,22,84,59.5,30,Low - 35 dB,High - 55 dB
82,Daikin,FTKG50TV16U/RKG50TV16U,0,1.5,5,Magicool Elite Pro,No,5000,Neo Swing,No,Yes,R32,"Cool Mode, Dry Mode, Fan Mode",Streamer Discharge Technology,Copper,16,44,,No,Yes,4.7,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1415 W,43990,88.5,29.8,22.9,84.5,59.5,30,Low - 35 dB,High - 55 dB
84,Daikin,FTKG50TV16U/RKG50TV16U,0,1.5,5,Magicool Elite Pro,No,5000,Neo Swing,No,Yes,R32,"Cool Mode, Dry Mode, Fan Mode",Streamer Discharge Technology,Copper,16,44,,No,Yes,4.7,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1415 W,43990,88.5,29.8,22.9,84.5,59.5,30,Low - 35 dB,High - 55 dB
85,Godrej,GSC18ITC3-WTA,0,1.5,3,No Series,No,5200,Rotary,No,Yes,R32,Fan Mode,360 Degree DC Inverter compressor Technology,Copper,10,40,Yes,Yes,Yes,3.5,Blue Fin,Blue Fin,No,Yes,2 Way Air Direction,,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,"AC 110 - 200 V, 50/60 Hz",1149 W,30300,76.1,33,24.1,75,55.7,24.1, Low - 52 dB,High - 35 dB
86,Godrej,GIC 18YTC3-WTA,0,1.5,3,Intelligent WiFi AC,No,5150,Rotary,Yes,Yes,R32,"Cool, Auto, Dry, Fan, Sleep, ECO",360 Degree DC Inverter compressor Technology,Copper,9,28,Hidden Display,Yes,Yes,3.53,HYDROPHILIC BLUE FINS,COPPER CONDENSER WITH ANTI CORROSIVE BLUE FINS,No,Yes,2 Way,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1128.49 W,31990,91,29.4,20.6,76,55.2,25.6, Low - 32 dB,High - 45 dB
87,Godrej,AC 2T GWC 24UTC3-WSA Window 3S,1,2,3,No Series,No,6300,Rotary,Yes,Yes,R32,"Cool, Auto, Dry, Fan, Sleep, ECO",360 Degree DC Inverter compressor Technology,Copper,63,0,,Yes,No,3,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,AC 230 V,1625 W,32990,66,43,72.3,0,0,0,Low - 35 dB,High - 55 dB
88,Godrej,GSC18ITC3-WTA,0,1.5,3,No Series,No,5200,Rotary,No,Yes,R32,Fan Mode,360 Degree DC Inverter compressor Technology,Copper,10,40,Yes,Yes,Yes,3.5,Blue Fin,Blue Fin,No,Yes,2 Way Air Direction,,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,"AC 110 - 200 V, 50/60 Hz",1149 W,30300,76.1,33,24.1,75,55.7,24.1, Low - 52 dB,High - 35 dB
89,Godrej,GSC18ITC3-WTA,0,1.5,3,No Series,No,5200,Rotary,No,Yes,R32,Fan Mode,360 Degree DC Inverter compressor Technology,Copper,10,40,Yes,Yes,Yes,3.5,Blue Fin,Blue Fin,No,Yes,2 Way Air Direction,,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,"AC 110 - 200 V, 50/60 Hz",1149 W,30300,76.1,33,24.1,75,55.7,24.1, Low - 52 dB,High - 35 dB
90,Godrej,AC 2T GWC 24UTC3-WSA Window 3S,1,2,3,Intelligent WiFi AC,No,6300,Rotary,Yes,Yes,R32,"Cool, Auto, Dry, Fan, Sleep, ECO",360 Degree DC Inverter compressor Technology,Copper,63,31,Hidden Display,Yes,Yes,4.65,Hydrophilic Blue Fin,Anti Corrosion Gold Fin,No,Yes,2 Way,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,AC 230 V,1625 W,32990,66,43,72.3,810,585,280, Low - 34 dB,High - 44 dB
91,Godrej,GIC 18YTC3-WTA,0,1.5,3,Intelligent WiFi AC,No,5150,Rotary,Yes,Yes,R32,"Cool, Auto, Dry, Fan, Sleep, ECO",360 Degree DC Inverter compressor Technology,Copper,9,28,Hidden Display,Yes,Yes,3.53,HYDROPHILIC BLUE FINS,COPPER CONDENSER WITH ANTI CORROSIVE BLUE FINS,No,Yes,2 Way,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1128.49 W,31990,91,29.4,20.6,76,55.2,25.6, Low - 32 dB,High - 45 dB
93,Godrej,AC 2T GWC 24UTC3-WSA Window 3S,1,2,3,Intelligent WiFi AC,No,6300,Rotary,Yes,Yes,R32,"Cool, Auto, Dry, Fan, Sleep, ECO",360 Degree DC Inverter compressor Technology,Copper,63,31,Hidden Display,Yes,Yes,4.65,Hydrophilic Blue Fin,Anti Corrosion Gold Fin,No,Yes,2 Way,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,AC 230 V,1625 W,32990,66,43,72.3,810,585,280, Low - 34 dB,High - 44 dB
94,Godrej,GIC 18YTC3-WTA,0,1.5,3,Intelligent WiFi AC,No,5150,Rotary,Yes,Yes,R32,"Cool, Auto, Dry, Fan, Sleep, ECO",360 Degree DC Inverter compressor Technology,Copper,9,28,Hidden Display,Yes,Yes,3.53,HYDROPHILIC BLUE FINS,COPPER CONDENSER WITH ANTI CORROSIVE BLUE FINS,No,Yes,2 Way,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1128.49 W,31990,91,29.4,20.6,76,55.2,25.6, Low - 32 dB,High - 45 dB
92,Godrej,AC 2T GIC 24 MGP5-WRA Split 5S,0,2,5,No Series,No,6300,Twin Rotary Inverter,Yes,Yes,R290,,360 Degree DC Inverter compressor Technology,Aluminium,16.5,30,,Yes,Yes,4.73,Hydrophilic Blue Fin Evaporator,PFC with Golden Anti Corrosive Coating,No,Yes,,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,,Yes,AC 230 V,1775 W,47000,107.8,32.5,24.6,85,59,40,Low - 35 dB,High - 55 dB
95,Haier,HSU19P-JW3B(INV),0,1.5,3,No Series,No,5250,Rotary,Yes,Yes,R32,,Triple Inverter,Copper,15,34,,No,No,3.8,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,"AC 220 - 240 V, 50 Hz",1745 W,46814,105,33,23.5,80,55,27.5,Low - 35 dB,High - 55 dB
96,Haier,HWU18C-CV3CNB / HWU18C-CV3CNB1,1,1.5,3,No Series,No,5100,Rotary,Yes,Yes,R32,,Triple Inverter,Copper,56,0,,No,No,2.91,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,AC 220 - 240 V,1495 W,24440,60,43,66,0,0,0,Low - 35 dB,High - 55 dB
97,Haier,HSU18C-NCB3B(INV),0,1.5,3,No Series,No,5200,Rotary,Yes,Yes,R32,,Triple Inverter,Copper,11.5,30,,No,No,3.7,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,"AC 220 - 240 V, 50 Hz",1780 W,34775,91,31,21.5,80,55,27.5,Low - 35 dB,High - 55 dB
98,Haier,HSU18C-NCB3B(INV),0,1.5,3,No Series,No,5200,Rotary,Yes,Yes,R32,,Triple Inverter,Copper,11.5,30,,No,No,3.7,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,"AC 220 - 240 V, 50 Hz",1780 W,34775,91,31,21.5,80,55,27.5,Low - 35 dB,High - 55 dB
99,Hisense,AS-18TW4RGSKA00,0,1.5,3,Intelligent WiFi AC,No,5150,High EER Rotary,Yes,Yes,R32,"Fan Mode, Dry Mode, Cooling Mode, Sleep Mode",360 Degree DC Inverter compressor Technology,Copper,10,24,Hidden Display,No,Yes,3.65,Hydrophilic Blue Fin,Anti Corrosion Gold Fin,No,Yes,2 Way,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1800 W,30990,89.6,30,21.4,715,540,240, Low - 34 dB,High - 44 dB
101,Hitachi,RAW318HDEA,1,1.5,3,Shizuka,No,5100,DC Inverter Compressor,Yes,Yes,R410A,Auto Power Save Mode,Inverter,Copper,50.5,44,No,Yes,Yes,3.09,Blue,Anti-corrosive Blue Fins,No,Yes,2 Way Air Direction,4 Way Air Swing,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"AC 230 V, 50 Hz",1279.02 W,33490,66,43,75.5,900,650,365,Low - 40 dB,High - 55 dB
103,Hitachi,RAW318HDEA,1,1.5,3,Shizuka,No,5100,DC Inverter Compressor,Yes,Yes,R410A,Auto Power Save Mode,Inverter,Copper,50.5,44,No,Yes,Yes,3.09,Blue,Anti-corrosive Blue Fins,No,Yes,2 Way Air Direction,4 Way Air Swing,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"AC 230 V, 50 Hz",1279.02 W,33490,66,43,75.5,900,650,365,Low - 40 dB,High - 55 dB
104,Hitachi,RAW318HDEA,1,1.5,3,Shizuka,No,5100,DC Inverter Compressor,Yes,Yes,R410A,Auto Power Save Mode,Inverter,Copper,50.5,44,No,Yes,Yes,3.09,Blue,Anti-corrosive Blue Fins,No,Yes,2 Way Air Direction,4 Way Air Swing,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"AC 230 V, 50 Hz",1279.02 W,33490,66,43,75.5,900,650,365,Low - 40 dB,High - 55 dB
105,Hitachi,RAW318HDEA,1,1.5,3,Shizuka,No,5100,DC Inverter Compressor,Yes,Yes,R410A,Auto Power Save Mode,Inverter,Copper,50.5,44,No,Yes,Yes,3.09,Blue,Anti-corrosive Blue Fins,No,Yes,2 Way Air Direction,4 Way Air Swing,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"AC 230 V, 50 Hz",1279.02 W,33490,66,43,75.5,900,650,365,Low - 40 dB,High - 55 dB
107,Hitachi,RSN/ESN/CSN-317HCEA,0,1.5,3,ACE,No,5100,Rotary,Yes,Yes,R410A,"Auto, Cool, Fan, Dry, Powerful, Sleep",Insta Kool,Copper,13.8,33.4,,No,No,4,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,"AC 230 V, 50 Hz",1730 W,37279,968,294,240,750,548,288,Low - 35 dB,High - 55 dB
108,Hitachi,RAW318HDEA,1,1.5,3,Shizuka,No,5100,DC Inverter Compressor,Yes,Yes,R410A,Auto Power Save Mode,Inverter,Copper,50.5,44,No,Yes,Yes,3.09,Blue,Anti-corrosive Blue Fins,No,Yes,2 Way Air Direction,4 Way Air Swing,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"AC 230 V, 50 Hz",1279.02 W,33490,66,43,75.5,900,650,365,Low - 40 dB,High - 55 dB
109,Hitachi,RSN/ESN/CSN-317HCEA,0,1.5,3,ACE,No,5100,Rotary,Yes,Yes,R410A,"Auto, Cool, Fan, Dry, Powerful, Sleep",Insta Kool,Copper,13.8,33.4,Yes,No,No,4,,,No,Yes,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,Yes,"AC 230 V, 50 Hz",1730 W,37279,968,294,240,750,548,288,Low - 35 dB,High - 55 dB
110,Hitachi,RAW318HDEA,1,1.5,3,Shizuka,No,5100,DC Inverter Compressor,Yes,Yes,R410A,Auto Power Save Mode,Inverter,Copper,50.5,44,No,Yes,Yes,3.09,Blue,Anti-corrosive Blue Fins,No,Yes,2 Way Air Direction,4 Way Air Swing,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"AC 230 V, 50 Hz",1279.02 W,33490,66,43,75.5,900,650,365,Low - 40 dB,High - 55 dB
111,Hitachi,RSN/ESN/CSN-317HCEA,0,1.5,3,ACE,No,5100,Rotary,Yes,Yes,R410A,"Auto, Cool, Fan, Dry, Powerful, Sleep",Insta Kool,Copper,13.8,33.4,Yes,No,No,4,,,No,Yes,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,Yes,"AC 230 V, 50 Hz",1730 W,37279,968,294,240,750,548,288,Low - 35 dB,High - 55 dB
113,Hitachi,RAW318HDEA,1,1.5,3,Shizuka,No,5100,DC Inverter Compressor,Yes,Yes,R410A,Auto Power Save Mode,Inverter,Copper,50.5,44,No,Yes,Yes,3.09,Blue,Anti-corrosive Blue Fins,No,Yes,2 Way Air Direction,4 Way Air Swing,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"AC 230 V, 50 Hz",1279.02 W,33490,66,43,75.5,900,650,365,Low - 40 dB,High - 55 dB
115,Hitachi,RAW318HDEA,1,1.5,3,Shizuka,No,5100,DC Inverter Compressor,Yes,Yes,R410A,Auto Power Save Mode,Inverter,Copper,50.5,44,No,Yes,Yes,3.09,Blue,Anti-corrosive Blue Fins,No,Yes,2 Way Air Direction,4 Way Air Swing,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"AC 230 V, 50 Hz",1279.02 W,33490,66,43,75.5,900,650,365,Low - 40 dB,High - 55 dB
116,Hitachi,RSD/ESD/CSD-318HBEA.Z,0,1.5,3,Merai,No,5275,Rotary,Yes,Yes,R410A,"Auto, Cool, Fan, Dry, Powerful, Sleep",Insta Kool,Copper,11.2,33.4,,No,No,4,,,No,Yes,,,No,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,"AC 230 V, 50 Hz",1720 W,40500,750,548,288,968,294,240,Low - 35 dB,High - 55 dB
118,Hitachi,RAW318HDEA,1,1.5,3,Shizuka,No,5100,DC Inverter Compressor,Yes,Yes,R410A,Auto Power Save Mode,Inverter,Copper,50.5,44,No,Yes,Yes,3.09,Blue,Anti-corrosive Blue Fins,No,Yes,2 Way Air Direction,4 Way Air Swing,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"AC 230 V, 50 Hz",1279.02 W,33490,66,43,75.5,900,650,365,Low - 40 dB,High - 55 dB
119,Hitachi,RAW318HDEA,1,1.5,3,Shizuka,No,5100,DC Inverter Compressor,Yes,Yes,R410A,Auto Power Save Mode,Inverter,Copper,50.5,44,No,Yes,Yes,3.09,Blue,Anti-corrosive Blue Fins,No,Yes,2 Way Air Direction,4 Way Air Swing,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"AC 230 V, 50 Hz",1279.02 W,33490,66,43,75.5,900,650,365,Low - 40 dB,High - 55 dB
121,Hitachi,RAW318HDEA,1,1.5,3,Shizuka,No,5100,DC Inverter Compressor,Yes,Yes,R410A,Auto Power Save Mode,Inverter,Copper,50.5,44,No,Yes,Yes,3.09,Blue,Anti-corrosive Blue Fins,No,Yes,2 Way Air Direction,4 Way Air Swing,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"AC 230 V, 50 Hz",1279.02 W,33490,66,43,75.5,900,650,365,Low - 40 dB,High - 55 dB
123,Hitachi,RSB/ESB/CSB-314MBD,0,1.2,3,I-Connect,No,4050,Rotary,Yes,Yes,R22,"Auto, Cool, Fan, Dry, Powerful, Sleep",Streamer Discharge Technology,Copper,15.6,40.5,,No,No,4,,,No,Yes,,,No,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,"AC 230 V, 50 Hz",1065 W,31500,997,294,253,750,548,288,Low - 35 dB,High - 55 dB
